"Message","Id","Version","Qualifiers","Level","Task","Opcode","Keywords","RecordId","ProviderName","ProviderId","LogName","ProcessId","ThreadId","MachineName","UserId","TimeCreated","ActivityId","RelatedActivityId","ContainerLog","MatchedQueryIds","Bookmark","LevelDisplayName","OpcodeDisplayName","TaskDisplayName","KeywordsDisplayNames","Properties"
"The machine-default permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{C2F03A33-21F5-47FA-B4BB-156362A2F239}
 and APPID 
{316CDED5-E4AE-4B15-9113-7055D84DCC97}
 to the user NT AUTHORITY\LOCAL SERVICE SID (S-1-5-19) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool.","10016","0","0","3","0","0","-9187343239835811840","11836","Microsoft-Windows-DistributedCOM","1b562e86-b7aa-4131-badc-b6f3a001407e","System","1380","5464","DESKTOP-06BBDHU","S-1-5-19","6/11/2024 2:08:37 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Warning","Info",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{6B3B8D23-FA8D-40B9-8DBD-B950333E2C52}
 and APPID 
{4839DDB7-58C2-48F5-8283-E1D1807D0D7D}
 to the user NT AUTHORITY\LOCAL SERVICE SID (S-1-5-19) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool.","10016","0","0","3","0","0","-9187343239835811840","11835","Microsoft-Windows-DistributedCOM","1b562e86-b7aa-4131-badc-b6f3a001407e","System","1380","5464","DESKTOP-06BBDHU","S-1-5-19","6/11/2024 2:08:37 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Warning","Info",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The access history in hive \??\C:\Users\MACHENIKE\AppData\Local\Packages\MicrosoftWindows.Client.WebExperience_cw5n1h2txyewy\Settings\settings.dat was cleared updating 5 keys and creating 1 modified pages.","16","0",,"4","0","0","-9223372036854775808","11834","Microsoft-Windows-Kernel-General","a68ca8b7-004f-d7b6-a698-07e2de0f1f5d","System","11224","9644","DESKTOP-06BBDHU","S-1-5-18","6/11/2024 2:08:31 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Info",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Attempted to add URL (http://+:5985/wsman/) to URL group (0xFE00000620000001). Status: 0x0. Process Id 0x20C0 Executable path \Device\HarddiskVolume3\Windows\System32\svchost.exe, User S-1-5-20","113","0",,"4","5","122","4611686018427387968","11833","Microsoft-Windows-HttpService","dd5ef90a-6398-47a4-ad34-4dcecdef795f","System","8384","5916","DESKTOP-06BBDHU","S-1-5-20","6/11/2024 2:08:19 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","AddUrl","HTTP Configuration Property Trace Task","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Attempted to add URL (http://+:47001/wsman/) to URL group (0xFE00000620000001). Status: 0x0. Process Id 0x20C0 Executable path \Device\HarddiskVolume3\Windows\System32\svchost.exe, User S-1-5-20","113","0",,"4","5","122","4611686018427387968","11832","Microsoft-Windows-HttpService","dd5ef90a-6398-47a4-ad34-4dcecdef795f","System","8384","5916","DESKTOP-06BBDHU","S-1-5-20","6/11/2024 2:08:19 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","AddUrl","HTTP Configuration Property Trace Task","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Removed URL (http://+:5985/wsman/) from URL group (0xFC00000A20000001). Process Id 0x1658 Executable path \Device\HarddiskVolume3\Windows\System32\svchost.exe, User S-1-5-20","114","0",,"4","5","123","4611686018427387968","11831","Microsoft-Windows-HttpService","dd5ef90a-6398-47a4-ad34-4dcecdef795f","System","5720","13948","DESKTOP-06BBDHU","S-1-5-20","6/11/2024 2:08:18 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","RemUrl","HTTP Configuration Property Trace Task","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Removed URL (http://+:47001/wsman/) from URL group (0xFC00000A20000001). Process Id 0x1658 Executable path \Device\HarddiskVolume3\Windows\System32\svchost.exe, User S-1-5-20","114","0",,"4","5","123","4611686018427387968","11830","Microsoft-Windows-HttpService","dd5ef90a-6398-47a4-ad34-4dcecdef795f","System","5720","13948","DESKTOP-06BBDHU","S-1-5-20","6/11/2024 2:08:18 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","RemUrl","HTTP Configuration Property Trace Task","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The WinRM service is listening for WS-Management requests. 

 User Action 
 Use the following command to see the specific IPs on which WinRM is listening: 

 winrm enumerate winrm/config/listener","10148","0","7","4","0","0","36028797018963968","11829","Microsoft-Windows-WinRM","a7975c8f-ac13-49f1-87da-5a984a4ab417","System","8384","0","DESKTOP-06BBDHU",,"6/11/2024 2:08:19 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Info",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The WinRM service is not listening for WS-Management requests. 

 User Action 
 If you did not intentionally stop the service, use the following command to see the WinRM configuration: 

 winrm enumerate winrm/config/listener","10149","0","7","3","0","0","36028797018963968","11828","Microsoft-Windows-WinRM","a7975c8f-ac13-49f1-87da-5a984a4ab417","System","5720","0","DESKTOP-06BBDHU",,"6/11/2024 2:08:18 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Warning","Info",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"A service was installed in the system.

Service Name:  MpKsl598de75d
Service File Name:  C:\ProgramData\Microsoft\Windows Defender\Definition Updates\{EED8CEAF-A307-4CCC-AEEB-FDB570C58016}\MpKslDrv.sys
Service Type:  kernel mode driver
Service Start Type:  demand start
Service Account:  ","7045","0","16384","4","0","0","-9187343239835811840","11827","Service Control Manager","555908d1-a6d7-4695-8e1e-26931d2012f4","System","1036","1976","DESKTOP-06BBDHU","S-1-5-18","6/11/2024 2:08:08 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The application-specific permission settings do not grant Local Launch permission for the COM Server application with CLSID 
Windows.SecurityCenter.WscDataProtection
 and APPID 
Unavailable
 to the user NT AUTHORITY\SYSTEM SID (S-1-5-18) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool.","10016","0","0","3","0","0","-9187343239835811840","11826","Microsoft-Windows-DistributedCOM","1b562e86-b7aa-4131-badc-b6f3a001407e","System","1380","4788","DESKTOP-06BBDHU","S-1-5-18","6/11/2024 2:07:26 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Warning","Info",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The application-specific permission settings do not grant Local Launch permission for the COM Server application with CLSID 
Windows.SecurityCenter.WscBrokerManager
 and APPID 
Unavailable
 to the user NT AUTHORITY\SYSTEM SID (S-1-5-18) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool.","10016","0","0","3","0","0","-9187343239835811840","11825","Microsoft-Windows-DistributedCOM","1b562e86-b7aa-4131-badc-b6f3a001407e","System","1380","5320","DESKTOP-06BBDHU","S-1-5-18","6/11/2024 2:07:26 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Warning","Info",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The application-specific permission settings do not grant Local Launch permission for the COM Server application with CLSID 
Windows.SecurityCenter.SecurityAppBroker
 and APPID 
Unavailable
 to the user NT AUTHORITY\SYSTEM SID (S-1-5-18) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool.","10016","0","0","3","0","0","-9187343239835811840","11824","Microsoft-Windows-DistributedCOM","1b562e86-b7aa-4131-badc-b6f3a001407e","System","1380","2416","DESKTOP-06BBDHU","S-1-5-18","6/11/2024 2:07:26 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Warning","Info",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Attempted to add URL (http://+:5985/wsman/) to URL group (0xFC00000A20000001). Status: 0x0. Process Id 0x1658 Executable path \Device\HarddiskVolume3\Windows\System32\svchost.exe, User S-1-5-20","113","0",,"4","5","122","4611686018427387968","11823","Microsoft-Windows-HttpService","dd5ef90a-6398-47a4-ad34-4dcecdef795f","System","5720","7032","DESKTOP-06BBDHU","S-1-5-20","6/11/2024 2:07:26 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","AddUrl","HTTP Configuration Property Trace Task","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Attempted to add URL (http://+:47001/wsman/) to URL group (0xFC00000A20000001). Status: 0x0. Process Id 0x1658 Executable path \Device\HarddiskVolume3\Windows\System32\svchost.exe, User S-1-5-20","113","0",,"4","5","122","4611686018427387968","11822","Microsoft-Windows-HttpService","dd5ef90a-6398-47a4-ad34-4dcecdef795f","System","5720","7032","DESKTOP-06BBDHU","S-1-5-20","6/11/2024 2:07:26 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","AddUrl","HTTP Configuration Property Trace Task","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The WinRM service is listening for WS-Management requests. 

 User Action 
 Use the following command to see the specific IPs on which WinRM is listening: 

 winrm enumerate winrm/config/listener","10148","0","7","4","0","0","36028797018963968","11821","Microsoft-Windows-WinRM","a7975c8f-ac13-49f1-87da-5a984a4ab417","System","5720","0","DESKTOP-06BBDHU",,"6/11/2024 2:07:26 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Info",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The time provider NtpClient is currently receiving valid time data from time.windows.com,0x9 (ntp.m|0x9|0.0.0.0:123->20.189.79.72:123).","37","0",,"4","0","0","-9223372036854775808","11820","Microsoft-Windows-Time-Service","06edcfeb-0fd0-4e53-acca-a6f8bbf81bcb","System","14592","10460","DESKTOP-06BBDHU","S-1-5-19","6/11/2024 2:07:26 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Info",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The time provider 'VMICTimeProvider' has indicated that the current hardware and operating environment is not supported and has stopped. This behavior is expected for VMICTimeProvider on non-HyperV-guest environments. This may be the expected behavior for the current provider in the current operating environment as well.","158","0",,"4","0","0","-9223372036854775808","11819","Microsoft-Windows-Time-Service","06edcfeb-0fd0-4e53-acca-a6f8bbf81bcb","System","14592","15632","DESKTOP-06BBDHU","S-1-5-19","6/11/2024 2:07:26 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Info",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The access history in hive \??\C:\WINDOWS\ServiceProfiles\NetworkService\AppData\Local\Microsoft\Windows\DeliveryOptimization\State\dosvcState.dat was cleared updating 8 keys and creating 4 modified pages.","16","0",,"4","0","0","-9223372036854775808","11818","Microsoft-Windows-Kernel-General","a68ca8b7-004f-d7b6-a698-07e2de0f1f5d","System","5312","14128","DESKTOP-06BBDHU","S-1-5-18","6/11/2024 2:07:25 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Info",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The access history in hive \??\C:\Users\MACHENIKE\AppData\Local\Packages\MicrosoftTeams_8wekyb3d8bbwe\Settings\settings.dat was cleared updating 2 keys and creating 1 modified pages.","16","0",,"4","0","0","-9223372036854775808","11817","Microsoft-Windows-Kernel-General","a68ca8b7-004f-d7b6-a698-07e2de0f1f5d","System","9708","9860","DESKTOP-06BBDHU","S-1-5-18","6/11/2024 2:06:53 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Info",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The access history in hive \??\C:\Users\MACHENIKE\AppData\Local\Packages\MicrosoftTeams_8wekyb3d8bbwe\SystemAppData\Helium\User.dat was cleared updating 35 keys and creating 3 modified pages.","16","0",,"4","0","0","-9223372036854775808","11816","Microsoft-Windows-Kernel-General","a68ca8b7-004f-d7b6-a698-07e2de0f1f5d","System","1256","10976","DESKTOP-06BBDHU","S-1-5-18","6/11/2024 2:06:52 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Info",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{2593F8B9-4EAF-457C-B68A-50F6B8EA6B54}
 and APPID 
{15C20B67-12E7-4BB6-92BB-7AFF07997402}
 to the user DESKTOP-06BBDHU\MACHENIKE SID (S-1-5-21-3356248923-2171787011-786102980-1001) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool.","10016","0","0","3","0","0","-9187343239835811840","11815","Microsoft-Windows-DistributedCOM","1b562e86-b7aa-4131-badc-b6f3a001407e","System","1380","2416","DESKTOP-06BBDHU","S-1-5-21-3356248923-2171787011-786102980-1001","6/11/2024 2:06:30 PM","5224910d-bbc5-000b-fa6c-2552c5bbda01",,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Warning","Info",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"6062 - Lso was triggered","6062","0","32768","3","0","0","36028797018963968","11814","Netwtw08",,"System","4","328","DESKTOP-06BBDHU",,"6/11/2024 2:06:06 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Warning",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Attempted to add URL (http://*:5357/79ee946a-a0fc-47e1-abd2-d6e643a13931/) to URL group (0xFE00000A20000001). Status: 0x0. Process Id 0x1AE8 Executable path \Device\HarddiskVolume3\Windows\System32\svchost.exe, User S-1-5-19","113","0",,"4","5","122","4611686018427387968","11813","Microsoft-Windows-HttpService","dd5ef90a-6398-47a4-ad34-4dcecdef795f","System","6888","6424","DESKTOP-06BBDHU","S-1-5-19","6/11/2024 2:06:02 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","AddUrl","HTTP Configuration Property Trace Task","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Create URL group 0xFE00000A20000001. Status 0x0. Process Id 0x1AE8 Executable path \Device\HarddiskVolume3\Windows\System32\svchost.exe, User S-1-5-19","111","0",,"4","5","125","4611686018427387968","11812","Microsoft-Windows-HttpService","dd5ef90a-6398-47a4-ad34-4dcecdef795f","System","6888","6424","DESKTOP-06BBDHU","S-1-5-19","6/11/2024 2:06:02 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","CreateUrlGroup","HTTP Configuration Property Trace Task","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"7021 - Connection telemetry fields and analysis usage","7021","0","16384","4","0","0","36028797018963968","11811","Netwtw08",,"System","4","340","DESKTOP-06BBDHU",,"6/11/2024 2:05:56 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The access history in hive \??\C:\Users\MACHENIKE\AppData\Local\Packages\Microsoft.Windows.ShellExperienceHost_cw5n1h2txyewy\Settings\settings.dat was cleared updating 2 keys and creating 1 modified pages.","16","0",,"4","0","0","-9223372036854775808","11810","Microsoft-Windows-Kernel-General","a68ca8b7-004f-d7b6-a698-07e2de0f1f5d","System","15352","6520","DESKTOP-06BBDHU","S-1-5-18","6/11/2024 2:05:49 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Info",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The access history in hive \??\C:\ProgramData\Packages\MicrosoftWindows.CrossDevice_cw5n1h2txyewy\S-1-5-21-3356248923-2171787011-786102980-1001\SystemAppData\Helium\Cache\5ecda8cec1685bab_COM15.dat was cleared updating 1 keys and creating 1 modified pages.","16","0",,"4","0","0","-9223372036854775808","11809","Microsoft-Windows-Kernel-General","a68ca8b7-004f-d7b6-a698-07e2de0f1f5d","System","7256","7292","DESKTOP-06BBDHU","S-1-5-18","6/11/2024 2:05:44 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Info",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The access history in hive \??\C:\Users\MACHENIKE\AppData\Local\Packages\MicrosoftWindows.CrossDevice_cw5n1h2txyewy\SystemAppData\Helium\UserClasses.dat was cleared updating 1 keys and creating 1 modified pages.","16","0",,"4","0","0","-9223372036854775808","11808","Microsoft-Windows-Kernel-General","a68ca8b7-004f-d7b6-a698-07e2de0f1f5d","System","7256","7292","DESKTOP-06BBDHU","S-1-5-18","6/11/2024 2:05:44 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Info",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The access history in hive \??\C:\Users\MACHENIKE\AppData\Local\Packages\MicrosoftWindows.CrossDevice_cw5n1h2txyewy\SystemAppData\Helium\User.dat was cleared updating 1 keys and creating 1 modified pages.","16","0",,"4","0","0","-9223372036854775808","11807","Microsoft-Windows-Kernel-General","a68ca8b7-004f-d7b6-a698-07e2de0f1f5d","System","7256","7292","DESKTOP-06BBDHU","S-1-5-18","6/11/2024 2:05:44 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Info",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The Trusted Platform Module (TPM) hardware failed to execute a TPM command.","17","0",,"4","0","0","-9223372036854775808","11806","TPM","1b6b0772-251b-4d42-917d-faca166bc059","System","4","404","DESKTOP-06BBDHU","S-1-5-18","6/11/2024 2:05:43 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Info",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The Trusted Platform Module (TPM) hardware failed to execute a TPM command.","17","0",,"4","0","0","-9223372036854775808","11805","TPM","1b6b0772-251b-4d42-917d-faca166bc059","System","4","404","DESKTOP-06BBDHU","S-1-5-18","6/11/2024 2:05:43 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Info",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The Trusted Platform Module (TPM) hardware failed to execute a TPM command.","17","0",,"4","0","0","-9223372036854775808","11804","TPM","1b6b0772-251b-4d42-917d-faca166bc059","System","4","404","DESKTOP-06BBDHU","S-1-5-18","6/11/2024 2:05:42 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Info",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Process C:\Program Files (x86)\PHotkey\GameSet.exe (process ID:12856) reset policy scheme from {381b4222-f694-41f0-9685-ff5bb260df2e} to {381b4222-f694-41f0-9685-ff5bb260df2e}","12","0",,"4","10","0","4611686018427387904","11803","Microsoft-Windows-UserModePowerService","ce8dee0b-d539-4000-b0f8-77bed049c590","System","1256","1332","DESKTOP-06BBDHU","S-1-5-18","6/11/2024 2:05:36 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Info",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The access history in hive \??\C:\Users\MACHENIKE\AppData\Local\Packages\Microsoft.Windows.StartMenuExperienceHost_cw5n1h2txyewy\Settings\settings.dat was cleared updating 10 keys and creating 1 modified pages.","16","0",,"4","0","0","-9223372036854775808","11802","Microsoft-Windows-Kernel-General","a68ca8b7-004f-d7b6-a698-07e2de0f1f5d","System","11024","11244","DESKTOP-06BBDHU","S-1-5-18","6/11/2024 2:05:32 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Info",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The TPM was successfully provisioned and is now ready for use.","1025","0",,"4","0","0","-9223372036854775808","11801","Microsoft-Windows-TPM-WMI","7d5387b0-cbe0-11da-a94d-0800200c9a66","System","6360","8448","DESKTOP-06BBDHU","S-1-5-18","6/11/2024 2:05:32 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Info",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The access history in hive \??\C:\Users\MACHENIKE\AppData\Local\Packages\MicrosoftWindows.Client.WebExperience_cw5n1h2txyewy\SystemAppData\Helium\UserClasses.dat was cleared updating 31 keys and creating 6 modified pages.","16","0",,"4","0","0","-9223372036854775808","11800","Microsoft-Windows-Kernel-General","a68ca8b7-004f-d7b6-a698-07e2de0f1f5d","System","1256","3104","DESKTOP-06BBDHU","S-1-5-18","6/11/2024 2:05:31 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Info",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The access history in hive \??\C:\Users\MACHENIKE\AppData\Local\Packages\MicrosoftWindows.Client.WebExperience_cw5n1h2txyewy\SystemAppData\Helium\User.dat was cleared updating 37 keys and creating 4 modified pages.","16","0",,"4","0","0","-9223372036854775808","11799","Microsoft-Windows-Kernel-General","a68ca8b7-004f-d7b6-a698-07e2de0f1f5d","System","1256","3104","DESKTOP-06BBDHU","S-1-5-18","6/11/2024 2:05:31 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Info",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The access history in hive \??\C:\Users\MACHENIKE\AppData\Local\Packages\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\Settings\settings.dat was cleared updating 16 keys and creating 6 modified pages.","16","0",,"4","0","0","-9223372036854775808","11798","Microsoft-Windows-Kernel-General","a68ca8b7-004f-d7b6-a698-07e2de0f1f5d","System","11000","11144","DESKTOP-06BBDHU","S-1-5-18","6/11/2024 2:05:31 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Info",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The TBS device identifier has been generated.","1282","0",,"4","0","0","-9223372036854775808","11797","Microsoft-Windows-TPM-WMI","7d5387b0-cbe0-11da-a94d-0800200c9a66","System","6360","8448","DESKTOP-06BBDHU","S-1-5-18","6/11/2024 2:05:30 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Info",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start.","7040","0","16384","4","0","0","-9187343239835811840","11796","Service Control Manager","555908d1-a6d7-4695-8e1e-26931d2012f4","System","1036","1204","DESKTOP-06BBDHU","S-1-5-18","6/11/2024 2:05:27 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Hive \??\C:\Users\MACHENIKE\AppData\Local\Microsoft\Windows\UsrClass.dat was reorganized with a starting size of 7229440 bytes and an ending size of 7208960 bytes.","15","0",,"4","10","0","-9223372036854775808","11795","Microsoft-Windows-Kernel-General","a68ca8b7-004f-d7b6-a698-07e2de0f1f5d","System","1700","1828","DESKTOP-06BBDHU","S-1-5-18","6/11/2024 2:05:27 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Info",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
