"Message","Id","Version","Qualifiers","Level","Task","Opcode","Keywords","RecordId","ProviderName","ProviderId","LogName","ProcessId","ThreadId","MachineName","UserId","TimeCreated","ActivityId","RelatedActivityId","ContainerLog","MatchedQueryIds","Bookmark","LevelDisplayName","OpcodeDisplayName","TaskDisplayName","KeywordsDisplayNames","Properties"
"Removed URL (http://+:47001/wsman/) from URL group (0xFC00000A20000002). Process Id 0xBC8 Executable path \Device\HarddiskVolume3\Windows\System32\svchost.exe, User S-1-5-20","114","0",,"4","5","123","4611686018427387968","11874","Microsoft-Windows-HttpService","dd5ef90a-6398-47a4-ad34-4dcecdef795f","System","3016","5968","DESKTOP-06BBDHU","S-1-5-20","6/11/2024 2:13:32 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","RemUrl","HTTP Configuration Property Trace Task","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The WinRM service is listening for WS-Management requests. 

 User Action 
 Use the following command to see the specific IPs on which WinRM is listening: 

 winrm enumerate winrm/config/listener","10148","0","7","4","0","0","36028797018963968","11873","Microsoft-Windows-WinRM","a7975c8f-ac13-49f1-87da-5a984a4ab417","System","16084","0","DESKTOP-06BBDHU",,"6/11/2024 2:13:32 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Info",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The WinRM service is not listening for WS-Management requests. 

 User Action 
 If you did not intentionally stop the service, use the following command to see the WinRM configuration: 

 winrm enumerate winrm/config/listener","10149","0","7","3","0","0","36028797018963968","11872","Microsoft-Windows-WinRM","a7975c8f-ac13-49f1-87da-5a984a4ab417","System","3016","0","DESKTOP-06BBDHU",,"6/11/2024 2:13:32 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Warning","Info",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Attempted to add URL (http://+:5985/wsman/) to URL group (0xFC00000A20000002). Status: 0x0. Process Id 0xBC8 Executable path \Device\HarddiskVolume3\Windows\System32\svchost.exe, User S-1-5-20","113","0",,"4","5","122","4611686018427387968","11871","Microsoft-Windows-HttpService","dd5ef90a-6398-47a4-ad34-4dcecdef795f","System","3016","8264","DESKTOP-06BBDHU","S-1-5-20","6/11/2024 2:12:34 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","AddUrl","HTTP Configuration Property Trace Task","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Attempted to add URL (http://+:47001/wsman/) to URL group (0xFC00000A20000002). Status: 0x0. Process Id 0xBC8 Executable path \Device\HarddiskVolume3\Windows\System32\svchost.exe, User S-1-5-20","113","0",,"4","5","122","4611686018427387968","11870","Microsoft-Windows-HttpService","dd5ef90a-6398-47a4-ad34-4dcecdef795f","System","3016","8264","DESKTOP-06BBDHU","S-1-5-20","6/11/2024 2:12:34 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","AddUrl","HTTP Configuration Property Trace Task","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The WinRM service is listening for WS-Management requests. 

 User Action 
 Use the following command to see the specific IPs on which WinRM is listening: 

 winrm enumerate winrm/config/listener","10148","0","7","4","0","0","36028797018963968","11869","Microsoft-Windows-WinRM","a7975c8f-ac13-49f1-87da-5a984a4ab417","System","3016","0","DESKTOP-06BBDHU",,"6/11/2024 2:12:34 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Info",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Removed URL (http://+:5985/wsman/) from URL group (0xFE00000820000001). Process Id 0x210C Executable path \Device\HarddiskVolume3\Windows\System32\svchost.exe, User S-1-5-20","114","0",,"4","5","123","4611686018427387968","11868","Microsoft-Windows-HttpService","dd5ef90a-6398-47a4-ad34-4dcecdef795f","System","8460","10512","DESKTOP-06BBDHU","S-1-5-20","6/11/2024 2:12:33 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","RemUrl","HTTP Configuration Property Trace Task","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Removed URL (http://+:47001/wsman/) from URL group (0xFE00000820000001). Process Id 0x210C Executable path \Device\HarddiskVolume3\Windows\System32\svchost.exe, User S-1-5-20","114","0",,"4","5","123","4611686018427387968","11867","Microsoft-Windows-HttpService","dd5ef90a-6398-47a4-ad34-4dcecdef795f","System","8460","10512","DESKTOP-06BBDHU","S-1-5-20","6/11/2024 2:12:33 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","RemUrl","HTTP Configuration Property Trace Task","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The WinRM service is not listening for WS-Management requests. 

 User Action 
 If you did not intentionally stop the service, use the following command to see the WinRM configuration: 

 winrm enumerate winrm/config/listener","10149","0","7","3","0","0","36028797018963968","11866","Microsoft-Windows-WinRM","a7975c8f-ac13-49f1-87da-5a984a4ab417","System","8460","0","DESKTOP-06BBDHU",,"6/11/2024 2:12:33 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Warning","Info",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start.","7040","0","16384","4","0","0","-9187343239835811840","11865","Service Control Manager","555908d1-a6d7-4695-8e1e-26931d2012f4","System","1036","1976","DESKTOP-06BBDHU","S-1-5-18","6/11/2024 2:11:45 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"6062 - Lso was triggered","6062","0","32768","3","0","0","36028797018963968","11864","Netwtw08",,"System","4","11044","DESKTOP-06BBDHU",,"6/11/2024 2:10:46 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Warning",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"7021 - Connection telemetry fields and analysis usage","7021","0","16384","4","0","0","36028797018963968","11863","Netwtw08",,"System","4","11068","DESKTOP-06BBDHU",,"6/11/2024 2:10:16 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"7011 - radio ON","7011","0","16384","4","0","0","36028797018963968","11862","Netwtw08",,"System","4","336","DESKTOP-06BBDHU",,"6/11/2024 2:10:10 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"7012 - radio OFF","7012","0","16384","4","0","0","36028797018963968","11861","Netwtw08",,"System","4","11048","DESKTOP-06BBDHU",,"6/11/2024 2:10:04 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"7011 - radio ON","7011","0","16384","4","0","0","36028797018963968","11860","Netwtw08",,"System","4","336","DESKTOP-06BBDHU",,"6/11/2024 2:10:01 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"7012 - radio OFF","7012","0","16384","4","0","0","36028797018963968","11859","Netwtw08",,"System","4","336","DESKTOP-06BBDHU",,"6/11/2024 2:09:57 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"7011 - radio ON","7011","0","16384","4","0","0","36028797018963968","11858","Netwtw08",,"System","4","11036","DESKTOP-06BBDHU",,"6/11/2024 2:09:54 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"7012 - radio OFF","7012","0","16384","4","0","0","36028797018963968","11857","Netwtw08",,"System","4","11048","DESKTOP-06BBDHU",,"6/11/2024 2:09:54 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"7011 - radio ON","7011","0","16384","4","0","0","36028797018963968","11856","Netwtw08",,"System","4","11068","DESKTOP-06BBDHU",,"6/11/2024 2:09:52 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"7012 - radio OFF","7012","0","16384","4","0","0","36028797018963968","11855","Netwtw08",,"System","4","11048","DESKTOP-06BBDHU",,"6/11/2024 2:09:52 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"7021 - Connection telemetry fields and analysis usage","7021","0","16384","4","0","0","36028797018963968","11854","Netwtw08",,"System","4","336","DESKTOP-06BBDHU",,"6/11/2024 2:09:49 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"7021 - Connection telemetry fields and analysis usage","7021","0","16384","4","0","0","36028797018963968","11853","Netwtw08",,"System","4","11048","DESKTOP-06BBDHU",,"6/11/2024 2:09:49 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"7021 - Connection telemetry fields and analysis usage","7021","0","16384","4","0","0","36028797018963968","11852","Netwtw08",,"System","4","11068","DESKTOP-06BBDHU",,"6/11/2024 2:09:42 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"7021 - Connection telemetry fields and analysis usage","7021","0","16384","4","0","0","36028797018963968","11851","Netwtw08",,"System","4","11036","DESKTOP-06BBDHU",,"6/11/2024 2:09:42 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"7021 - Connection telemetry fields and analysis usage","7021","0","16384","4","0","0","36028797018963968","11850","Netwtw08",,"System","4","11072","DESKTOP-06BBDHU",,"6/11/2024 2:09:41 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"7021 - Connection telemetry fields and analysis usage","7021","0","16384","4","0","0","36028797018963968","11849","Netwtw08",,"System","4","11068","DESKTOP-06BBDHU",,"6/11/2024 2:09:40 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"7011 - radio ON","7011","0","16384","4","0","0","36028797018963968","11848","Netwtw08",,"System","4","11068","DESKTOP-06BBDHU",,"6/11/2024 2:09:27 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"7012 - radio OFF","7012","0","16384","4","0","0","36028797018963968","11847","Netwtw08",,"System","4","11072","DESKTOP-06BBDHU",,"6/11/2024 2:09:26 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start.","7040","0","16384","4","0","0","-9187343239835811840","11846","Service Control Manager","555908d1-a6d7-4695-8e1e-26931d2012f4","System","1036","12296","DESKTOP-06BBDHU","S-1-5-18","6/11/2024 2:09:03 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"7003 - Roam Complete","7003","0","16384","4","0","0","36028797018963968","11845","Netwtw08",,"System","4","11112","DESKTOP-06BBDHU",,"6/11/2024 2:09:00 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Attempted to add URL (http://+:5985/wsman/) to URL group (0xFE00000820000001). Status: 0x0. Process Id 0x210C Executable path \Device\HarddiskVolume3\Windows\System32\svchost.exe, User S-1-5-20","113","0",,"4","5","122","4611686018427387968","11844","Microsoft-Windows-HttpService","dd5ef90a-6398-47a4-ad34-4dcecdef795f","System","8460","7972","DESKTOP-06BBDHU","S-1-5-20","6/11/2024 2:08:58 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","AddUrl","HTTP Configuration Property Trace Task","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Attempted to add URL (http://+:47001/wsman/) to URL group (0xFE00000820000001). Status: 0x0. Process Id 0x210C Executable path \Device\HarddiskVolume3\Windows\System32\svchost.exe, User S-1-5-20","113","0",,"4","5","122","4611686018427387968","11843","Microsoft-Windows-HttpService","dd5ef90a-6398-47a4-ad34-4dcecdef795f","System","8460","7972","DESKTOP-06BBDHU","S-1-5-20","6/11/2024 2:08:58 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","AddUrl","HTTP Configuration Property Trace Task","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Removed URL (http://+:5985/wsman/) from URL group (0xFE00000620000001). Process Id 0x20C0 Executable path \Device\HarddiskVolume3\Windows\System32\svchost.exe, User S-1-5-20","114","0",,"4","5","123","4611686018427387968","11842","Microsoft-Windows-HttpService","dd5ef90a-6398-47a4-ad34-4dcecdef795f","System","8384","5932","DESKTOP-06BBDHU","S-1-5-20","6/11/2024 2:08:57 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","RemUrl","HTTP Configuration Property Trace Task","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Removed URL (http://+:47001/wsman/) from URL group (0xFE00000620000001). Process Id 0x20C0 Executable path \Device\HarddiskVolume3\Windows\System32\svchost.exe, User S-1-5-20","114","0",,"4","5","123","4611686018427387968","11841","Microsoft-Windows-HttpService","dd5ef90a-6398-47a4-ad34-4dcecdef795f","System","8384","5932","DESKTOP-06BBDHU","S-1-5-20","6/11/2024 2:08:57 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","RemUrl","HTTP Configuration Property Trace Task","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The WinRM service is listening for WS-Management requests. 

 User Action 
 Use the following command to see the specific IPs on which WinRM is listening: 

 winrm enumerate winrm/config/listener","10148","0","7","4","0","0","36028797018963968","11840","Microsoft-Windows-WinRM","a7975c8f-ac13-49f1-87da-5a984a4ab417","System","8460","0","DESKTOP-06BBDHU",,"6/11/2024 2:08:58 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Info",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The WinRM service is not listening for WS-Management requests. 

 User Action 
 If you did not intentionally stop the service, use the following command to see the WinRM configuration: 

 winrm enumerate winrm/config/listener","10149","0","7","3","0","0","36028797018963968","11839","Microsoft-Windows-WinRM","a7975c8f-ac13-49f1-87da-5a984a4ab417","System","8384","0","DESKTOP-06BBDHU",,"6/11/2024 2:08:57 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Warning","Info",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The machine-default permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{C2F03A33-21F5-47FA-B4BB-156362A2F239}
 and APPID 
{316CDED5-E4AE-4B15-9113-7055D84DCC97}
 to the user NT AUTHORITY\LOCAL SERVICE SID (S-1-5-19) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool.","10016","0","0","3","0","0","-9187343239835811840","11838","Microsoft-Windows-DistributedCOM","1b562e86-b7aa-4131-badc-b6f3a001407e","System","1380","5464","DESKTOP-06BBDHU","S-1-5-19","6/11/2024 2:08:37 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Warning","Info",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{6B3B8D23-FA8D-40B9-8DBD-B950333E2C52}
 and APPID 
{4839DDB7-58C2-48F5-8283-E1D1807D0D7D}
 to the user NT AUTHORITY\LOCAL SERVICE SID (S-1-5-19) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool.","10016","0","0","3","0","0","-9187343239835811840","11837","Microsoft-Windows-DistributedCOM","1b562e86-b7aa-4131-badc-b6f3a001407e","System","1380","5464","DESKTOP-06BBDHU","S-1-5-19","6/11/2024 2:08:37 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Warning","Info",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
